"id","name","website","canonical_domain","status","inclusion_hint","discovery_sources","source_contexts","first_seen","last_seen","notes"
"cand-erafellowship-org","Cambridge ERA:AI Fellowship","https://erafellowship.org/","erafellowship.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ergoimpact-org","Ergo Impact","https://ergoimpact.org/","ergoimpact.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-evitable-com","Evitable","https://evitable.com/","evitable.com","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-existence-org","Berkeley Existential Risk Initiative (BERI)","https://existence.org/","existence.org","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-existentialriskobservatory-org","Existential Risk Observatory (ERO)","https://www.existentialriskobservatory.org/","existentialriskobservatory.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-existentialsafety-org","Collective Action for Existential Safety (CAES)","https://existentialsafety.org/","existentialsafety.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-explainable-media","Explainable","https://explainable.media/","explainable.media","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-fair-uba-com","Frontier AI Safety Research (FAIR)","https://fair-uba.com/","fair-uba.com","new","borderline","discovery-aisafety-map","Conceptual research, Empirical research, Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-far-ai","FAR.AI","https://far.ai/","far.ai","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map|discovery-failure-first","Empirical research, Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-fathom-org","Fathom","https://fathom.org/","fathom.org","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-fhi-ox-ac-uk","Fhi","https://www.fhi.ox.ac.uk/","fhi.ox.ac.uk","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-fiftyyears-com","5050","https://www.fiftyyears.com/","fiftyyears.com","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-flf-org","Future of Life Foundation (FLF)","https://www.flf.org/","flf.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-forecastingresearch-org","Forecasting Research Institute (FRI)","https://forecastingresearch.org/","forecastingresearch.org","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-foresight-org","Foresight Institute: Funding","https://foresight.org/","foresight.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-forethought-org","Forethought","https://www.forethought.org/","forethought.org","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-formationresearch-com","Formation Research","https://formationresearch.com/","formationresearch.com","new","borderline","discovery-aisafety-map","Conceptual research, Empirical research, Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-founderspledge-com","Founders Pledge","https://www.founderspledge.com/","founderspledge.com","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-framefellowship-com","Frame Fellowship","https://framefellowship.com/","framefellowship.com","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-frontiermodelforum-org","Frontiermodelforum","https://www.frontiermodelforum.org/","frontiermodelforum.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-funds-effectivealtruism-org","Transformative AI Fund (TAIF)","https://funds.effectivealtruism.org/","funds.effectivealtruism.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-future-matters-org","Future Matters","https://future-matters.org/","future-matters.org","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-futureimpact-group","Future Impact Group (FIG) Fellowship","https://futureimpact.group/","futureimpact.group","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-futureoflife-org","Futureoflife","https://futureoflife.org/","futureoflife.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-futuretech-mit-edu","MIT FutureTech","https://futuretech.mit.edu/","futuretech.mit.edu","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-gcri-org","Global Catastrophic Risk Institute (GCRI)","https://gcri.org/","gcri.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-genai-owasp-org","OWASP GenAI Security Project","https://genai.owasp.org/","genai.owasp.org","new","borderline","discovery-ai-safety-guide","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-geodesicresearch-ai","Geodesic Research","https://geodesicresearch.ai/","geodesicresearch.ai","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-givingwhatwecan-org","Giving What We Can (GWWC)","https://www.givingwhatwecan.org/","givingwhatwecan.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-globalchallengesproject-org","Global Challenges Project (GCP)","https://www.globalchallengesproject.org/","globalchallengesproject.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-goodancestors-org-au","Good Ancestors","https://www.goodancestors.org.au/","goodancestors.org.au","new","borderline","discovery-aisafety-map","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-goodfire-com","Goodfire","https://www.goodfire.com/","goodfire.com","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-goodimpressionsmedia-com","Good Impressions","https://www.goodimpressionsmedia.com/","goodimpressionsmedia.com","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-gpai-ai","Gpai","https://gpai.ai/","gpai.ai","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-grantmaking-ai","grantmaking.ai","https://www.grantmaking.ai/","grantmaking.ai","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-grayswan-ai","Gray Swan","https://www.grayswan.ai/","grayswan.ai","new","borderline","discovery-aisafety-map","Capabilities research, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-hai-stanford-edu","Hai","https://hai.stanford.edu/","hai.stanford.edu","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-hal-cs-princeton-edu","Princeton Holistic Agent Leaderboard","https://hal.cs.princeton.edu/","hal.cs.princeton.edu","new","likely-core","discovery-aef-members","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-halcyonfutures-org","Halcyon Futures","https://halcyonfutures.org/","halcyonfutures.org","new","borderline","discovery-aisafety-map","Funding, Career support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-harmonyintelligence-com","Harmony Intelligence","https://www.harmonyintelligence.com/","harmonyintelligence.com","new","borderline","discovery-aisafety-map","Empirical research, Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-highimpactprofessionals-org","HIP Impact Accelerator Program (IAP)","https://www.highimpactprofessionals.org/","highimpactprofessionals.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-humanaligned-ai","Human-aligned AI Summer School","https://humanaligned.ai/","humanaligned.ai","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-humancompatible-ai","Center for Human-Compatible AI (CHAI): Internship","https://humancompatible.ai/","humancompatible.ai","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map|discovery-failure-first","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-humansincontrol-org","Humans in Control","https://humansincontrol.org/","humansincontrol.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-iaiga-org","International AI Governance Alliance (IAIGA)","https://www.iaiga.org/","iaiga.org","new","borderline","discovery-aisafety-map","Governance, Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-iaps-ai","Institute for AI Policy and Strategy (IAPS)","https://www.iaps.ai/","iaps.ai","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map|discovery-failure-first","Governance, Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-iaseai-org","International Association for Safe & Ethical AI (IASEAI)","https://www.iaseai.org/","iaseai.org","new","borderline","discovery-aisafety-map","Governance, Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-iliad-ac","Iliad Fellowship","https://www.iliad.ac/","iliad.ac","new","borderline","discovery-aisafety-map|discovery-maisi","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ilinaprogram-org","ILINA Program","https://www.ilinaprogram.org/","ilinaprogram.org","new","borderline","discovery-aisafety-map","Training and education, Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-imda-gov-sg","Digital Trust Centre / Singapore AI Safety Institute","https://www.imda.gov.sg/about-imda/emerging-technologies-and-research/trust-tech","imda.gov.sg","new","likely-context","discovery-naaimes-members","Government evaluation and measurement institute","2026-09-15","2026-09-15","Confirmed by IMDA's designation of the Digital Trust Centre as Singapore's AISI; legal structure and all graph claims still require canonical review."
"cand-impact-ops-org","Impact Ops","https://impact-ops.org/","impact-ops.org","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-incidentdatabase-ai","Incidentdatabase","https://incidentdatabase.ai/","incidentdatabase.ai","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-industry-gov-au","Australia's AI Safety Institute","https://www.industry.gov.au/science-technology-and-innovation/technology/artificial-intelligence/ai-safety-institute","industry.gov.au","new","likely-context","discovery-naaimes-members","Government evaluation and measurement institute","2026-09-15","2026-09-15","Confirmed as an active institute on its official Australian Government page; all graph claims still require canonical review."
"cand-intelligencerising-org","Intelligence Rising","https://www.intelligencerising.org/","intelligencerising.org","new","borderline","discovery-aisafety-map","Strategy, Governance, Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-internationalaisafetyreport-org","Internationalaisafetyreport","https://internationalaisafetyreport.org/","internationalaisafetyreport.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ised-isde-canada-ca","Canadian Artificial Intelligence Safety Institute (CAISI)","https://ised-isde.canada.ca/site/ised/en/canadian-artificial-intelligence-safety-institute","ised-isde.canada.ca","new","borderline","discovery-failure-first|discovery-naaimes-members","","2026-09-15","2026-09-15","Confirmed as an active institute on its official Government of Canada page; legal identity, parentage, classifications, and all graph claims still require canonical review."
"cand-iso-org","Iso","https://www.iso.org/","iso.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-joint-research-centre-ec-europa-eu","Joint Research Centre","https://joint-research-centre.ec.europa.eu/","joint-research-centre.ec.europa.eu","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-juniper-xyz","Juniper Ventures","https://juniper.xyz/","juniper.xyz","new","borderline","discovery-aisafety-map","Funding, Career support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-kairos-project-org","Kairos","https://kairos-project.org/","kairos-project.org","new","borderline","discovery-aisafety-map","Training and education, Career support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lasrlabs-org","London AI Safety Research (LASR) Labs","https://www.lasrlabs.org/","lasrlabs.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lasst-org","Legal Advocates for Safe Science and Technology (LASST)","https://lasst.org/","lasst.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-law-ai-org","Institute for Law & AI (LawAI): Research Fellowships","https://law-ai.org/","law-ai.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lcfi-ac-uk","Lcfi","https://www.lcfi.ac.uk/","lcfi.ac.uk","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-leaf-courses","Leaf: Dilemmas and Dangers in AI","https://leaf.courses/","leaf.courses","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-legalsafetylab-org","Legal Safety Lab","https://legalsafetylab.org/","legalsafetylab.org","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lensacademy-org","Lens Academy","https://lensacademy.org/","lensacademy.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-leomckeereid-com","Leomckeereid","https://leomckeereid.com/","leomckeereid.com","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lightconecommons-com","Lightcone Commons","https://www.lightconecommons.com/","lightconecommons.com","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lightconeinfrastructure-com","Lightcone Infrastructure","https://www.lightconeinfrastructure.com/","lightconeinfrastructure.com","new","borderline","discovery-aisafety-map","Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-linuxfoundation-org","Agentic AI Foundation","https://www.linuxfoundation.org/","linuxfoundation.org","new","borderline","discovery-ai-safety-guide","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-lionheart-vc","Lionheart Ventures","https://www.lionheart.vc/","lionheart.vc","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-longtermresilience-org","Centre for Long-Term Resilience (CLTR)","https://www.longtermresilience.org/","longtermresilience.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Strategy, Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-longtermrisk-org","Center on Long-Term Risk (CLR): Fellowship","https://longtermrisk.org/","longtermrisk.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-longview-org","Longview Philanthropy","https://www.longview.org/","longview.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-luthienresearch-org","Luthien","https://luthienresearch.org/","luthienresearch.org","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-macroscopic-org","Macroscopic Ventures","https://macroscopic.org/","macroscopic.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-manifold-markets","Manifold Markets","https://manifold.markets/","manifold.markets","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-manifund-org","AI Safety Tactical Opportunities Fund (AISTOF)","https://manifund.org/","manifund.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-matsprogram-org","Machine Alignment, Transparency, and Security (MATS)","https://www.matsprogram.org/","matsprogram.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-meaningalignment-org","Meaning Alignment Institute (MAI)","https://meaningalignment.org/","meaningalignment.org","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-mediangroup-org","Median Group","https://mediangroup.org/","mediangroup.org","new","borderline","discovery-aisafety-map","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-meridiancambridge-org","Meridian Visiting Researcher Programme","https://www.meridiancambridge.org/","meridiancambridge.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-meridianlabs-ai","Meridian Labs","https://meridianlabs.ai/","meridianlabs.ai","new","likely-core","discovery-aef-members","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-metacharityfunders-com","Meta Charity Funders","https://www.metacharityfunders.com/","metacharityfunders.com","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-metaculus-com","Metaculus","https://www.metaculus.com/","metaculus.com","new","borderline","discovery-aisafety-map","Forecasting","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-microsoft-com","Microsoft Research","https://www.microsoft.com/","microsoft.com","new","borderline","discovery-ai-safety-guide","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-mila-quebec","Mila","https://mila.quebec/","mila.quebec","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ml4good-org","ML4Good","https://www.ml4good.org/","ml4good.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-modelingcooperation-com","Modeling Cooperation","https://www.modelingcooperation.com/","modelingcooperation.com","new","borderline","discovery-aisafety-map","Conceptual research, Research support","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-moratorium-ai","Global AI Moratorium (GAIM)","https://moratorium.ai/","moratorium.ai","new","borderline","discovery-aisafety-map","Advocacy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-mythos-vc","Mythos Ventures","https://www.mythos.vc/","mythos.vc","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-narrowpath-co","Narrow Path","https://www.narrowpath.co/","narrowpath.co","new","borderline","discovery-aisafety-map","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-navigation-org","The Navigation Fund","https://www.navigation.org/","navigation.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ncuscr-org","National Committee on US–China Relations","https://www.ncuscr.org/","ncuscr.org","new","borderline","discovery-ai-safety-guide","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-neoresearch-ai","Neo Research","https://neoresearch.ai/","neoresearch.ai","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-neuronpedia-org","Neuronpedia","https://neuronpedia.org/","neuronpedia.org","new","borderline","discovery-aisafety-map","Resource, Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-newamerica-org","Newamerica","https://www.newamerica.org/","newamerica.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-nist-gov","Center for AI Standards and Innovation (CAISI)","https://www.nist.gov/caisi","nist.gov","new","borderline","discovery-ai-safety-guide|discovery-aisafety-map|discovery-failure-first|discovery-naaimes-members","Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-non-trivial-org","Non-Trivial","https://www.non-trivial.org/","non-trivial.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-nonlinear-org","Nonlinear AI Safety Advocacy Funding","https://www.nonlinear.org/","nonlinear.org","new","borderline","discovery-aisafety-map","Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-nti-org","Nti","https://www.nti.org/","nti.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-oaisi-org","Alignment Research Bootcamp Oxford (ARBOx)","https://oaisi.org/","oaisi.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-odysseaninstitute-org","Odyssean Institute","https://www.odysseaninstitute.org/","odysseaninstitute.org","new","borderline","discovery-aisafety-map","Strategy, Governance","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-oecd-ai","Oecd","https://oecd.ai/","oecd.ai","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-oecd-org","Global Partnership on AI (GPAI)","https://www.oecd.org/","oecd.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-openphilanthropy-org","Openphilanthropy","https://www.openphilanthropy.org/","openphilanthropy.org","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-orionaigov-org","Orion AI Governance Initiative","https://www.orionaigov.org/","orionaigov.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-orxl-org","Orthogonal","https://orxl.org/","orxl.org","new","borderline","discovery-aisafety-map","Conceptual research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-ought-org","Ought","https://ought.org/","ought.org","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-oxfordmartin-ox-ac-uk","Oxfordmartin","https://www.oxfordmartin.ox.ac.uk/","oxfordmartin.ox.ac.uk","new","borderline","discovery-failure-first","","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-palisaderesearch-org","Palisade Research","https://palisaderesearch.org/","palisaderesearch.org","new","borderline","discovery-aisafety-map","Empirical research","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-paradigm3-org","Paradigm 3","https://www.paradigm3.org/","paradigm3.org","new","borderline","discovery-aisafety-map","Empirical research, Funding","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-paragonfellowship-org","Paragon Policy Fellowship","https://www.paragonfellowship.org/","paragonfellowship.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-partnershiponai-org","Partnership on AI (PAI)","https://partnershiponai.org/","partnershiponai.org","new","borderline","discovery-aisafety-map|discovery-failure-first","Strategy","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
"cand-pathfinder-kairos-project-org","Pathfinder Fellowship","https://pathfinder.kairos-project.org/","pathfinder.kairos-project.org","new","borderline","discovery-aisafety-map","Training and education","2026-09-15","2026-09-15","Automatically discovered external-site lead; verify scope, legal identity, status, and primary sources before promotion."
